Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1987,10,14,3,709,709,830,826,EA,1634,NA,81,77,NA,4,0,MLB,ATL,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,709,709,828,826,EA,1634,NA,79,77,NA,2,0,MLB,ATL,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,709,709,826,826,EA,1634,NA,77,77,NA,0,0,MLB,ATL,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1218,1215,1323,1315,HP,628,NA,65,60,NA,8,3,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1222,1215,1328,1315,HP,628,NA,66,60,NA,13,7,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1215,1215,1328,1315,HP,628,NA,73,60,NA,13,0,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1215,1215,1319,1315,HP,628,NA,64,60,NA,4,0,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1215,1215,1320,1315,HP,628,NA,65,60,NA,5,0,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1215,1215,1327,1315,HP,628,NA,72,60,NA,12,0,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1017,1010,1025,1015,HP,629,NA,68,65,NA,10,7,ELP,PHX,347,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1022,1010,1031,1015,HP,629,NA,69,65,NA,16,12,ELP,PHX,347,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1024,1010,1034,1015,HP,629,NA,70,65,NA,19,14,ELP,PHX,347,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1019,1010,1031,1015,HP,629,NA,72,65,NA,16,9,ELP,PHX,347,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1015,1010,1023,1015,HP,629,NA,68,65,NA,8,5,ELP,PHX,347,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1440,1440,1547,1545,HP,631,NA,67,65,NA,2,0,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1440,1440,1554,1545,HP,631,NA,74,65,NA,9,0,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1440,1440,1600,1545,HP,631,NA,80,65,NA,15,0,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,1440,1440,1548,1545,HP,631,NA,68,65,NA,3,0,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1515,1515,1618,1615,HP,631,NA,63,60,NA,3,0,PHX,ONT,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1335,1330,1531,1530,NW,424,NA,56,60,NA,1,5,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1330,1330,1517,1530,NW,424,NA,47,60,NA,-13,0,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1415,1330,1654,1530,NW,424,NA,99,60,NA,84,45,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1421,1330,1619,1530,NW,424,NA,58,60,NA,49,51,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,1330,1330,1532,1530,NW,424,NA,62,60,NA,2,0,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1334,1330,1534,1530,NW,424,NA,60,60,NA,4,4,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1508,1510,1707,1635,NW,427,NA,119,85,NA,32,-2,ABE,DTW,424,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1506,1510,1642,1635,NW,427,NA,96,85,NA,7,-4,ABE,DTW,424,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1510,1510,1638,1635,NW,427,NA,88,85,NA,3,0,ABE,DTW,424,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1510,1510,1640,1635,NW,427,NA,90,85,NA,5,0,ABE,DTW,424,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1510,1510,1628,1635,NW,427,NA,78,85,NA,-7,0,ABE,DTW,424,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1440,1440,1629,1638,NW,428,NA,49,58,NA,-9,0,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1440,1440,1641,1638,NW,428,NA,61,58,NA,3,0,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1445,1440,1644,1638,NW,428,NA,59,58,NA,6,5,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1440,1440,1653,1638,NW,428,NA,73,58,NA,15,0,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1440,1440,1640,1638,NW,428,NA,60,58,NA,2,0,MKE,DTW,238,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1533,1530,1630,1630,PA (1),258,NA,57,60,NA,0,3,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1530,1530,1632,1630,PA (1),258,NA,62,60,NA,2,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1530,1530,1647,1630,PA (1),258,NA,77,60,NA,17,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1530,1530,1630,1630,PA (1),258,NA,60,60,NA,0,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1530,1530,1641,1630,PA (1),258,NA,71,60,NA,11,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1530,1530,1630,1630,PA (1),258,NA,60,60,NA,0,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1830,1830,1929,1929,PA (1),264,NA,59,59,NA,0,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1830,1830,1948,1929,PA (1),264,NA,78,59,NA,19,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1830,1830,1935,1929,PA (1),264,NA,65,59,NA,6,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,1830,1830,1923,1929,PA (1),264,NA,53,59,NA,-6,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,1830,1830,1926,1929,PA (1),264,NA,56,59,NA,-3,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,19,1,1832,1830,1929,1929,PA (1),264,NA,57,59,NA,0,2,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1319,1320,1547,1548,CO,1192,NA,88,88,NA,-1,-1,DEN,OMA,472,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1324,1320,1536,1548,CO,1192,NA,72,88,NA,-12,4,DEN,OMA,472,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1320,1320,1549,1548,CO,1192,NA,89,88,NA,1,0,DEN,OMA,472,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1320,1320,1537,1548,CO,1192,NA,77,88,NA,-11,0,DEN,OMA,472,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,1456,1320,1709,1548,CO,1192,NA,73,88,NA,81,96,DEN,OMA,472,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,1318,1320,1534,1548,CO,1192,NA,76,88,NA,-14,-2,DEN,OMA,472,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,723,723,800,751,DL,674,NA,37,28,NA,9,0,CSG,ATL,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,723,723,757,751,DL,674,NA,34,28,NA,6,0,CSG,ATL,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,723,723,756,751,DL,674,NA,33,28,NA,5,0,CSG,ATL,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,723,723,757,751,DL,674,NA,34,28,NA,6,0,CSG,ATL,83,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,947,945,1110,1106,DL,674,NA,83,81,NA,4,2,MCI,DFW,460,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,957,945,1126,1106,DL,674,NA,89,81,NA,20,12,MCI,DFW,460,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,2028,2023,2143,2140,DL,677,NA,75,77,NA,3,5,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,2023,2023,2133,2140,DL,677,NA,70,77,NA,-7,0,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,2027,2023,2145,2140,DL,677,NA,78,77,NA,5,4,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,2023,2023,2143,2140,DL,677,NA,80,77,NA,3,0,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,2023,2023,2140,2140,DL,677,NA,77,77,NA,0,0,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,2023,2023,2201,2140,DL,677,NA,98,77,NA,21,0,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1825,1825,1927,1911,DL,680,NA,62,46,NA,16,0,AUS,DFW,190,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,1825,1825,1922,1911,DL,680,NA,57,46,NA,11,0,AUS,DFW,190,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,2009,2009,2343,2335,DL,680,NA,154,146,NA,8,0,DFW,RDU,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,2020,2009,2346,2335,DL,680,NA,146,146,NA,11,11,DFW,RDU,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,2009,2009,2351,2335,DL,680,NA,162,146,NA,16,0,DFW,RDU,1062,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,1958,1955,2149,2147,DL,683,NA,111,112,NA,2,3,LGA,CVG,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,2000,1955,2215,2147,DL,683,NA,135,112,NA,28,5,LGA,CVG,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1955,1955,2140,2147,DL,683,NA,105,112,NA,-7,0,LGA,CVG,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1955,1955,2158,2147,DL,683,NA,123,112,NA,11,0,LGA,CVG,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,2002,1955,2205,2147,DL,683,NA,123,112,NA,18,7,LGA,CVG,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1955,1955,2159,2147,DL,683,NA,124,112,NA,12,0,LGA,CVG,585,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1126,1059,1248,1214,EA,119,NA,82,75,NA,34,27,ATL,TPA,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1059,1059,1220,1214,EA,119,NA,81,75,NA,6,0,ATL,TPA,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,14,3,1106,1059,1224,1214,EA,119,NA,78,75,NA,10,7,ATL,TPA,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1059,1059,1210,1214,EA,119,NA,71,75,NA,-4,0,ATL,TPA,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,16,5,1059,1059,1214,1214,EA,119,NA,75,75,NA,0,0,ATL,TPA,406,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,17,6,923,735,1133,1003,EA,119,NA,130,148,NA,90,108,LGA,ATL,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,18,7,735,735,935,1003,EA,119,NA,120,148,NA,-28,0,LGA,ATL,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,20,2,745,735,1017,1003,EA,119,NA,152,148,NA,14,10,LGA,ATL,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,735,735,1005,1003,EA,119,NA,150,148,NA,2,0,LGA,ATL,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,735,735,949,1003,EA,119,NA,134,148,NA,-14,0,LGA,ATL,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1328,1328,1633,1632,EA,120,NA,125,124,NA,1,0,SAT,ATL,874,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,24,6,1328,1328,1633,1632,EA,120,NA,125,124,NA,1,0,SAT,ATL,874,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1328,1328,1628,1632,EA,120,NA,120,124,NA,-4,0,SAT,ATL,874,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1335,1328,1638,1632,EA,120,NA,123,124,NA,6,7,SAT,ATL,874,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1328,1328,1641,1632,EA,120,NA,133,124,NA,9,0,SAT,ATL,874,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,1546,1530,1718,1650,AA,2084,NA,92,80,NA,28,16,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,1530,1530,1700,1650,AA,2084,NA,90,80,NA,10,0,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,11,7,1530,1530,1657,1650,AA,2084,NA,87,80,NA,7,0,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,1530,1530,1653,1650,AA,2084,NA,83,80,NA,3,0,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,13,2,1530,1530,1652,1650,AA,2084,NA,82,80,NA,2,0,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,15,4,1530,1530,1702,1650,AA,2084,NA,92,80,NA,12,0,SMF,SNA,404,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,625,625,901,857,AA,2095,NA,156,152,NA,4,0,SEA,SNA,978,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,631,625,859,857,AA,2095,NA,148,152,NA,2,6,SEA,SNA,978,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,625,625,847,857,AA,2095,NA,142,152,NA,-10,0,SEA,SNA,978,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,625,625,859,857,AA,2095,NA,154,152,NA,2,0,SEA,SNA,978,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,6,2,625,625,907,857,AA,2095,NA,162,152,NA,10,0,SEA,SNA,978,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,7,3,650,650,1257,1247,AA,2092,NA,247,237,NA,10,0,SNA,ORD,1726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,8,4,654,650,1237,1247,AA,2092,NA,223,237,NA,-10,4,SNA,ORD,1726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,9,5,650,650,1243,1247,AA,2092,NA,233,237,NA,-4,0,SNA,ORD,1726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,10,6,650,650,1239,1247,AA,2092,NA,229,237,NA,-8,0,SNA,ORD,1726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,12,1,653,650,1306,1247,AA,2092,NA,253,237,NA,19,3,SNA,ORD,1726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1552,1552,1634,1634,AA,2095,NA,42,42,NA,0,0,ORD,MKE,67,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,27,2,1558,1552,1705,1634,AA,2095,NA,67,42,NA,31,6,ORD,MKE,67,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,1552,1552,1625,1634,AA,2095,NA,33,42,NA,-9,0,ORD,MKE,67,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,29,4,1552,1552,1637,1634,AA,2095,NA,45,42,NA,3,0,ORD,MKE,67,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1552,1552,1623,1634,AA,2095,NA,31,42,NA,-11,0,ORD,MKE,67,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,701,700,759,755,US,211,NA,58,55,NA,4,1,ROC,EWR,246,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1742,1740,1903,1903,US,212,NA,81,83,NA,0,2,BTV,PIT,454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1741,1740,1906,1903,US,212,NA,85,83,NA,3,1,BTV,PIT,454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1740,1740,1913,1903,US,212,NA,93,83,NA,10,0,BTV,PIT,454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1752,1740,1911,1903,US,212,NA,79,83,NA,8,12,BTV,PIT,454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1742,1740,1858,1903,US,212,NA,76,83,NA,-5,2,BTV,PIT,454,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,31,6,700,700,743,745,US,214,NA,43,45,NA,-2,0,TOL,PIT,201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,700,700,908,909,US,215,NA,128,129,NA,-1,0,PIT,TPA,873,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,658,700,906,909,US,215,NA,128,129,NA,-3,-2,PIT,TPA,873,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,712,700,927,909,US,215,NA,135,129,NA,18,12,PIT,TPA,873,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,659,700,855,909,US,215,NA,116,129,NA,-14,-1,PIT,TPA,873,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,30,5,1209,1205,1347,1341,US,219,NA,98,96,NA,6,4,BOS,PIT,496,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,1,4,1436,1420,1528,1518,US,219,NA,52,58,NA,10,16,PIT,CVG,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1437,1420,1551,1518,US,219,NA,74,58,NA,33,17,PIT,CVG,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1419,1420,1517,1518,US,219,NA,58,58,NA,-1,-1,PIT,CVG,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1419,1420,1517,1518,US,219,NA,58,58,NA,-1,-1,PIT,CVG,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,21,3,1958,1955,2129,2120,CO,91,NA,151,145,NA,9,3,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,22,4,1953,1955,2126,2120,CO,91,NA,153,145,NA,6,-2,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,23,5,1955,1955,2116,2120,CO,91,NA,141,145,NA,-4,0,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,25,7,1956,1955,2105,2120,CO,91,NA,129,145,NA,-15,1,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,26,1,1956,1955,2115,2120,CO,91,NA,139,145,NA,-5,1,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,28,3,2011,1955,2129,2120,CO,91,NA,138,145,NA,9,16,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,2,5,1435,1430,1701,1659,CO,93,NA,266,269,NA,2,5,BOS,DEN,1754,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,3,6,1451,1430,1659,1659,CO,93,NA,248,269,NA,0,21,BOS,DEN,1754,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1987,10,4,7,1434,1430,1658,1659,CO,93,NA,264,269,NA,-1,4,BOS,DEN,1754,NA,NA,0,NA,0,NA,NA,NA,NA,NA
